cd_apolice,cd_cliente,dt_inicio_vigencia,dt_fim_vigencia,vl_cobertura,vl_franquia,placa
7326,14876,2023-09-16 03:57:34.000,2024-03-08 03:57:34.000,568042.00,28404.00,"FEB0573   "
7327,3805,2024-12-09 22:39:59.000,2025-01-18 22:39:59.000,537487.00,80345.00,"IPS0838   "
7328,6037,2025-01-21 19:04:07.000,2025-03-01 19:04:07.000,922579.00,31119.00,"WPG8010   "
7329,1070,2023-04-03 17:31:08.000,2023-09-24 17:31:08.000,482099.00,14176.00,"IPU0120   "
7330,14922,2024-10-06 12:10:37.000,2025-06-05 12:10:37.000,396116.00,14652.00,"JWA0585   "
7331,19134,2025-01-25 08:27:52.000,2025-10-12 08:27:52.000,647338.00,26314.00,"AJA5839   "
7332,8861,2024-08-15 17:52:02.000,2025-07-27 17:52:02.000,724906.00,57368.00,"KUN3257   "
7333,1355,2025-01-16 14:52:27.000,2025-03-23 14:52:27.000,146863.00,14998.00,"ENW4784   "
7334,2583,2025-01-18 02:58:06.000,2025-10-07 02:58:06.000,303456.00,87660.00,"TSC2475   "
7335,19053,2024-03-07 21:54:43.000,2024-03-24 21:54:43.000,122700.00,60784.00,"GOC0246   "
7336,7886,2024-06-03 18:03:05.000,2025-01-20 18:03:05.000,736938.00,35814.00,"UKH3250   "
7337,16734,2023-04-01 04:16:50.000,2024-01-10 04:16:50.000,897026.00,38289.00,"ROG9918   "
7338,6969,2024-02-18 04:22:54.000,2024-04-12 04:22:54.000,746472.00,77032.00,"KBL9020   "
7339,7168,2023-04-02 08:38:04.000,2024-01-26 08:38:04.000,600288.00,42305.00,"VAX8088   "
7340,2366,2023-05-10 09:20:40.000,2023-08-16 09:20:40.000,761676.00,53369.00,"MOO3395   "
7341,11255,2024-01-05 17:46:07.000,2024-11-30 17:46:07.000,433352.00,63245.00,"ESJ5928   "
7342,404,2023-03-30 10:24:51.000,2023-05-25 10:24:51.000,860843.00,23133.00,"HBU9113   "
7343,8569,2024-04-23 22:34:28.000,2024-10-10 22:34:28.000,462478.00,87126.00,"JUJ9408   "
7344,5623,2023-12-21 23:12:30.000,2024-01-23 23:12:30.000,652727.00,48521.00,"TIU1345   "
7345,7635,2025-02-26 11:31:49.000,2026-02-17 11:31:49.000,627195.00,47371.00,"NSO9057   "
7346,1406,2023-05-29 00:54:00.000,2023-09-11 00:54:00.000,801708.00,68915.00,"CIN6579   "
7347,15432,2023-09-14 02:50:17.000,2024-08-23 02:50:17.000,796496.00,90855.00,"AKJ6729   "
7348,18089,2024-02-21 07:10:11.000,2024-07-05 07:10:11.000,591782.00,19734.00,"FQF2682   "
7349,2548,2024-07-24 11:19:54.000,2024-09-30 11:19:54.000,561410.00,91168.00,"INS1041   "
7350,8055,2024-11-15 14:25:07.000,2025-02-08 14:25:07.000,466731.00,85880.00,"GNG6263   "
7351,7134,2023-05-08 16:36:41.000,2023-10-26 16:36:41.000,337942.00,21294.00,"XPX8394   "
7352,9481,2023-12-29 04:45:29.000,2024-05-29 04:45:29.000,337809.00,85012.00,"HGV7744   "
7353,11544,2023-10-27 14:26:26.000,2024-02-21 14:26:26.000,264066.00,55316.00,"HOP2775   "
7354,16876,2024-05-28 18:06:04.000,2024-08-27 18:06:04.000,641625.00,26636.00,"VUR7225   "
7355,18507,2023-12-20 04:06:06.000,2024-05-31 04:06:06.000,852251.00,74974.00,"CHB5239   "
7356,19661,2024-06-25 19:23:05.000,2025-06-04 19:23:05.000,933096.00,11985.00,"SCP1545   "
7357,13464,2025-02-02 01:40:45.000,2025-06-11 01:40:45.000,396890.00,21095.00,"FVN8410   "
7358,18330,2024-07-07 20:36:26.000,2025-02-08 20:36:26.000,652628.00,21175.00,"BTF2012   "
7359,11267,2024-08-14 11:16:43.000,2025-01-09 11:16:43.000,655653.00,21983.00,"FTL6108   "
7360,840,2025-01-27 08:59:43.000,2025-08-02 08:59:43.000,109815.00,63481.00,"GWP9537   "
7361,4281,2024-09-23 12:21:50.000,2025-01-11 12:21:50.000,690562.00,56338.00,"CEB2053   "
7362,1668,2024-07-13 18:14:03.000,2024-08-04 18:14:03.000,856618.00,12887.00,"LQK4225   "
7363,161,2023-08-12 09:50:17.000,2024-03-25 09:50:17.000,464124.00,63623.00,"PTN3958   "
7364,1784,2024-04-12 01:59:21.000,2024-04-22 01:59:21.000,694829.00,40706.00,"XEQ2849   "
7365,15807,2023-12-20 10:51:11.000,2024-02-11 10:51:11.000,238631.00,96988.00,"AKX2176   "
7366,4808,2024-09-05 16:49:13.000,2025-03-14 16:49:13.000,184452.00,76324.00,"VKY3448   "
7367,10311,2023-10-20 01:08:20.000,2023-11-08 01:08:20.000,447843.00,92634.00,"BJH0465   "
7368,12520,2024-06-21 21:40:40.000,2024-06-24 21:40:40.000,659217.00,30627.00,"NSC5271   "
7369,16868,2023-04-28 02:08:18.000,2023-05-10 02:08:18.000,240840.00,69280.00,"ITT1785   "
7370,10551,2023-12-23 01:41:05.000,2024-06-18 01:41:05.000,312756.00,43016.00,"XHF0223   "
7371,18773,2023-05-13 07:00:20.000,2024-04-24 07:00:20.000,477122.00,14889.00,"YBB5109   "
7372,7382,2024-09-04 07:30:09.000,2025-05-08 07:30:09.000,153887.00,36408.00,"OOS5301   "
7373,9251,2023-06-21 07:44:40.000,2024-02-09 07:44:40.000,223667.00,58448.00,"GQW6089   "
7374,19543,2023-05-18 16:16:51.000,2023-07-02 16:16:51.000,924430.00,99593.00,"KCD8619   "
7375,8586,2025-02-17 04:54:07.000,2026-02-09 04:54:07.000,284942.00,25111.00,"CSG2849   "
7376,7976,2024-04-25 09:25:21.000,2024-07-03 09:25:21.000,463037.00,71010.00,"GVF2970   "
7377,2100,2025-02-13 20:39:08.000,2025-08-03 20:39:08.000,545921.00,60957.00,"UZS4874   "
7378,11742,2024-07-05 09:51:27.000,2025-04-20 09:51:27.000,319330.00,84230.00,"JIU7037   "
7379,12472,2024-12-07 18:45:04.000,2025-11-20 18:45:04.000,698020.00,15712.00,"UVS2884   "
7380,18631,2023-05-05 13:38:29.000,2023-10-21 13:38:29.000,466453.00,13233.00,"EMU5778   "
7381,10773,2024-02-14 20:53:35.000,2025-01-15 20:53:35.000,895987.00,95843.00,"XAF9696   "
7382,505,2023-07-09 13:30:19.000,2024-06-30 13:30:19.000,392449.00,73971.00,"AXY7919   "
7383,15796,2024-12-09 10:27:16.000,2024-12-21 10:27:16.000,900872.00,66451.00,"SVD2866   "
7384,1763,2023-06-07 15:06:36.000,2024-03-17 15:06:36.000,973939.00,78630.00,"YSU7017   "
7385,3860,2024-11-25 00:42:19.000,2025-05-10 00:42:19.000,118767.00,33279.00,"FQX7594   "
7386,8066,2025-03-10 23:20:31.000,2025-11-23 23:20:31.000,793451.00,95923.00,"BOX4953   "
7387,839,2025-02-17 02:08:44.000,2025-09-06 02:08:44.000,368706.00,35277.00,"XIX1707   "
7388,18245,2023-11-22 07:51:27.000,2024-02-18 07:51:27.000,652782.00,19647.00,"DGJ1903   "
7389,11589,2023-07-22 07:46:35.000,2024-02-11 07:46:35.000,143564.00,91650.00,"BFT9193   "
7390,6492,2023-04-24 07:46:39.000,2023-07-22 07:46:39.000,524759.00,75895.00,"MEU1631   "
7391,3922,2024-04-09 07:47:08.000,2024-08-18 07:47:08.000,383779.00,14787.00,"XPD2838   "
7392,13309,2024-02-21 08:22:39.000,2025-01-30 08:22:39.000,546692.00,43546.00,"LGH2993   "
7393,14300,2024-08-15 06:34:25.000,2024-09-08 06:34:25.000,395979.00,91078.00,"WLH3105   "
7394,16347,2023-11-29 09:15:36.000,2023-12-30 09:15:36.000,506333.00,37067.00,"VXM4433   "
7395,10138,2024-07-03 12:01:15.000,2024-08-30 12:01:15.000,506230.00,46168.00,"MVB4320   "
7396,18263,2023-08-23 13:56:11.000,2024-04-28 13:56:11.000,241669.00,79119.00,"STA3920   "
7397,2279,2025-01-10 05:48:10.000,2025-09-11 05:48:10.000,271845.00,84283.00,"QYS8870   "
7398,1089,2023-10-31 20:20:21.000,2024-02-23 20:20:21.000,468562.00,96644.00,"LJZ2342   "
7399,10045,2024-02-16 20:34:53.000,2025-02-03 20:34:53.000,934544.00,38951.00,"CBS6458   "
7400,2978,2024-07-01 20:27:18.000,2025-01-12 20:27:18.000,552341.00,89502.00,"AZM1548   "
7401,6777,2024-09-08 18:16:33.000,2024-10-20 18:16:33.000,799513.00,48724.00,"CLY9138   "
7402,16303,2024-03-04 02:27:18.000,2024-03-23 02:27:18.000,853971.00,20232.00,"AQE2537   "
7403,14371,2024-12-17 12:57:29.000,2025-04-30 12:57:29.000,905874.00,16827.00,"UVP1708   "
7404,1033,2024-08-10 23:06:07.000,2025-04-10 23:06:07.000,653571.00,31389.00,"GHV9871   "
7405,18922,2024-05-28 04:52:46.000,2024-12-14 04:52:46.000,360424.00,39101.00,"FNG4713   "
7406,9162,2024-01-30 23:07:34.000,2024-05-24 23:07:34.000,331233.00,75576.00,"DLK3037   "
7407,19963,2024-11-08 03:48:08.000,2025-05-20 03:48:08.000,647526.00,28749.00,"NID9588   "
7408,727,2023-07-29 09:16:09.000,2023-08-31 09:16:09.000,594002.00,59878.00,"OER7067   "
7409,4563,2023-11-25 14:14:11.000,2024-01-26 14:14:11.000,887424.00,62270.00,"IUS2931   "
7410,11043,2023-11-10 20:01:37.000,2024-08-09 20:01:37.000,933277.00,56340.00,"MZA6412   "
7411,15734,2023-07-26 15:02:06.000,2023-09-30 15:02:06.000,730340.00,46598.00,"YZB5596   "
7412,8763,2024-07-04 23:08:14.000,2025-05-26 23:08:14.000,362001.00,19603.00,"FAX8543   "
7413,15131,2024-06-25 14:37:38.000,2024-08-31 14:37:38.000,374211.00,49743.00,"TVZ6223   "
7414,7632,2023-07-21 15:42:08.000,2023-10-29 15:42:08.000,971172.00,48600.00,"QVP7503   "
7415,9400,2023-07-06 00:17:35.000,2024-05-29 00:17:35.000,810835.00,71345.00,"JQA6752   "
7416,9134,2024-09-04 11:57:06.000,2025-08-28 11:57:06.000,931954.00,13787.00,"AHT8302   "
7417,11793,2023-07-26 02:15:54.000,2024-04-05 02:15:54.000,105226.00,41390.00,"DBO7954   "
7418,18494,2023-06-16 20:37:08.000,2023-07-17 20:37:08.000,388144.00,95044.00,"LBO6153   "
7419,313,2025-01-10 07:47:12.000,2025-05-24 07:47:12.000,451762.00,59636.00,"IZI6806   "
7420,1344,2023-05-21 01:38:32.000,2023-12-11 01:38:32.000,105964.00,15758.00,"IPV1808   "
7421,13000,2024-12-27 20:37:36.000,2025-09-30 20:37:36.000,750723.00,54585.00,"PNK8613   "
7422,7717,2024-02-22 14:55:19.000,2025-02-02 14:55:19.000,353703.00,59060.00,"GZJ1185   "
7423,19780,2025-03-03 10:53:02.000,2026-02-25 10:53:02.000,400400.00,38755.00,"RAK3911   "
7424,17893,2023-08-30 12:32:59.000,2023-09-26 12:32:59.000,631295.00,63352.00,"OKJ5658   "
7425,2826,2024-02-09 14:46:32.000,2024-03-16 14:46:32.000,999648.00,24168.00,"MAQ8540   "
7426,8053,2024-05-20 08:38:33.000,2024-12-03 08:38:33.000,287036.00,84549.00,"EDM3648   "
7427,1915,2023-03-30 11:21:36.000,2023-08-09 11:21:36.000,532307.00,82747.00,"HPM8050   "
7428,9931,2023-06-21 19:22:05.000,2023-10-13 19:22:05.000,436559.00,56730.00,"ZWY4016   "
7429,16075,2023-03-15 06:10:31.000,2023-06-11 06:10:31.000,173357.00,49168.00,"SZT7526   "
7430,18602,2024-04-18 05:34:55.000,2024-04-23 05:34:55.000,475748.00,39015.00,"ZPM7849   "
7431,9035,2024-03-12 15:11:48.000,2024-05-07 15:11:48.000,146287.00,47251.00,"UYW9986   "
7432,13017,2023-08-10 21:47:08.000,2024-03-27 21:47:08.000,550090.00,26909.00,"SVR6599   "
7433,17165,2023-06-20 04:26:02.000,2024-02-18 04:26:02.000,944595.00,36204.00,"UXE5951   "
7434,10947,2023-08-14 09:35:09.000,2024-07-10 09:35:09.000,100184.00,48444.00,"ISX5176   "
7435,2813,2023-10-09 02:23:12.000,2024-03-15 02:23:12.000,246041.00,39056.00,"XAT8596   "
7436,11255,2023-11-20 09:23:19.000,2023-12-05 09:23:19.000,922953.00,18175.00,"CBT2143   "
7437,12726,2023-11-11 05:44:07.000,2024-01-10 05:44:07.000,298417.00,37932.00,"KPA4893   "
7438,7690,2024-09-08 03:59:24.000,2025-03-07 03:59:24.000,260650.00,18146.00,"GJR2890   "
7439,12768,2024-03-19 10:01:36.000,2024-09-15 10:01:36.000,934766.00,99624.00,"KZY2521   "
7440,7364,2024-09-15 20:20:01.000,2024-11-23 20:20:01.000,614419.00,71890.00,"HGS2622   "
7441,6566,2024-01-28 21:40:05.000,2024-10-28 21:40:05.000,564859.00,20005.00,"OQO0205   "
7442,14602,2024-10-25 06:41:47.000,2025-06-15 06:41:47.000,963111.00,40132.00,"HEY8805   "
7443,16658,2023-09-18 07:43:42.000,2023-11-02 07:43:42.000,862299.00,50494.00,"TSC4226   "
7444,15244,2023-06-26 05:33:18.000,2023-09-15 05:33:18.000,976995.00,12247.00,"ZXS9371   "
7445,7639,2024-01-03 22:26:12.000,2024-12-14 22:26:12.000,721199.00,27167.00,"MAE9328   "
7446,15169,2024-02-18 10:50:27.000,2024-03-22 10:50:27.000,976539.00,43290.00,"QZW0662   "
7447,5039,2023-06-10 21:13:35.000,2023-07-02 21:13:35.000,657679.00,66420.00,"MRN9129   "
7448,18814,2024-09-19 03:19:33.000,2025-01-30 03:19:33.000,537354.00,44882.00,"ZKO8683   "
7449,15746,2023-12-11 20:30:31.000,2024-01-08 20:30:31.000,642321.00,99726.00,"NIZ6083   "
7450,10852,2023-09-13 03:00:10.000,2024-03-23 03:00:10.000,409625.00,85608.00,"JLK0751   "
7451,14706,2024-07-28 11:42:28.000,2024-12-29 11:42:28.000,415996.00,28167.00,"WAZ8308   "
7452,6256,2024-03-01 09:56:13.000,2025-02-03 09:56:13.000,108524.00,10756.00,"WBK9768   "
7453,19047,2024-05-16 20:08:27.000,2025-05-05 20:08:27.000,401575.00,92195.00,"NSY5445   "
7454,15112,2023-11-13 09:59:21.000,2024-09-03 09:59:21.000,674221.00,10450.00,"UMR2248   "
7455,3861,2024-10-23 09:46:57.000,2025-08-03 09:46:57.000,717861.00,75794.00,"FEW4644   "
7456,3982,2024-05-20 23:29:09.000,2024-06-28 23:29:09.000,957547.00,16295.00,"SKL4709   "
7457,12728,2024-12-09 04:26:54.000,2025-10-26 04:26:54.000,524184.00,22793.00,"JEC4856   "
7458,4850,2023-07-05 07:00:55.000,2024-01-29 07:00:55.000,449190.00,24000.00,"MCG4610   "
7459,9673,2024-06-21 13:55:59.000,2025-04-08 13:55:59.000,751014.00,26477.00,"WLY0272   "
7460,15630,2024-05-19 20:17:41.000,2024-12-12 20:17:41.000,332049.00,57025.00,"VLF1516   "
7461,3645,2023-11-16 10:43:19.000,2023-12-20 10:43:19.000,204294.00,75437.00,"QCH7042   "
7462,11089,2024-07-12 19:37:17.000,2024-11-01 19:37:17.000,200266.00,40320.00,"FND2221   "
7463,5689,2023-09-10 00:09:21.000,2024-04-16 00:09:21.000,457712.00,25513.00,"VBK4008   "
7464,7540,2023-08-06 12:17:39.000,2023-12-04 12:17:39.000,897300.00,54207.00,"EPZ0186   "
7465,8230,2023-04-25 14:56:34.000,2023-06-26 14:56:34.000,362653.00,28872.00,"ETW2792   "
7466,19940,2023-05-14 18:46:19.000,2023-10-27 18:46:19.000,956463.00,79534.00,"INC8608   "
7467,8962,2024-05-02 05:56:19.000,2025-02-16 05:56:19.000,398308.00,96807.00,"YOO1621   "
7468,18341,2023-06-18 14:26:45.000,2023-09-20 14:26:45.000,546900.00,12586.00,"BGW8210   "
7469,13046,2024-02-25 14:05:23.000,2024-10-30 14:05:23.000,403266.00,92004.00,"LBU9147   "
7470,12311,2024-10-07 06:41:04.000,2025-05-19 06:41:04.000,804596.00,75497.00,"WZY1919   "
7471,14289,2023-09-18 17:46:14.000,2024-07-03 17:46:14.000,525143.00,13184.00,"CGH6409   "
7472,5916,2025-01-03 10:12:14.000,2025-12-11 10:12:14.000,189977.00,74295.00,"DGS1853   "
7473,8462,2023-12-12 03:48:44.000,2023-12-13 03:48:44.000,515090.00,76672.00,"MRT2387   "
7474,13503,2023-07-30 01:13:35.000,2024-05-27 01:13:35.000,685511.00,20552.00,"UIJ5655   "
7475,2363,2024-06-12 04:05:31.000,2024-12-09 04:05:31.000,230332.00,46408.00,"QMB7863   "
7476,3608,2024-12-30 17:40:52.000,2025-07-19 17:40:52.000,231836.00,80898.00,"LOL2893   "
7477,19786,2023-08-29 23:48:13.000,2023-10-09 23:48:13.000,346177.00,82284.00,"HOD8194   "
7478,919,2024-10-15 13:55:07.000,2024-11-13 13:55:07.000,253005.00,48135.00,"HLS5401   "
7479,5999,2023-07-27 16:06:05.000,2024-02-18 16:06:05.000,469591.00,69042.00,"JVX4561   "
7480,1356,2024-05-04 16:01:57.000,2025-01-28 16:01:57.000,988401.00,19474.00,"XMA1490   "
7481,17891,2024-02-13 18:45:04.000,2024-12-24 18:45:04.000,498504.00,96803.00,"YIC2649   "
7482,18108,2024-11-29 22:35:36.000,2025-07-30 22:35:36.000,251156.00,24065.00,"XFO8168   "
7483,8671,2024-09-26 21:45:28.000,2025-01-01 21:45:28.000,855447.00,91582.00,"DFW4292   "
7484,14109,2023-10-08 18:40:34.000,2024-03-19 18:40:34.000,310072.00,44542.00,"EUV0639   "
7485,10040,2023-08-29 02:43:05.000,2024-08-17 02:43:05.000,152301.00,50580.00,"KXW5608   "
7486,6819,2023-03-19 15:22:58.000,2023-12-24 15:22:58.000,800541.00,34343.00,"WVA7648   "
7487,17493,2024-07-28 01:20:30.000,2025-01-22 01:20:30.000,596448.00,98526.00,"YUT2653   "
7488,598,2024-03-12 00:40:37.000,2024-06-13 00:40:37.000,343977.00,46248.00,"TWI3756   "
7489,1577,2024-08-17 06:02:55.000,2025-08-08 06:02:55.000,138056.00,27597.00,"YPV4446   "
7490,6680,2024-05-01 06:37:39.000,2025-04-17 06:37:39.000,272580.00,69452.00,"HPU7879   "
7491,2210,2024-05-20 16:30:31.000,2024-08-20 16:30:31.000,465942.00,37541.00,"TEL8475   "
7492,18450,2023-10-20 18:09:29.000,2024-07-29 18:09:29.000,210388.00,89993.00,"QJB1543   "
7493,16815,2024-04-12 09:31:06.000,2025-03-27 09:31:06.000,943548.00,34972.00,"OSZ8550   "
7494,16584,2024-03-06 09:49:19.000,2025-01-08 09:49:19.000,490998.00,41119.00,"WDY2921   "
7495,9811,2024-05-24 22:39:51.000,2024-09-29 22:39:51.000,504297.00,73366.00,"PLZ8251   "
7496,19791,2024-12-07 04:15:00.000,2025-04-16 04:15:00.000,351042.00,42126.00,"RGB6406   "
7497,11919,2023-05-17 20:23:31.000,2023-12-06 20:23:31.000,925490.00,26537.00,"HVC6518   "
7498,3705,2024-07-30 22:36:06.000,2025-01-23 22:36:06.000,825801.00,78585.00,"JUW6397   "
7499,6354,2024-09-11 02:11:51.000,2024-12-25 02:11:51.000,701221.00,19985.00,"RKE3765   "
7500,14988,2024-04-24 08:31:22.000,2025-01-30 08:31:22.000,317888.00,73212.00,"POC7151   "
7501,16309,2024-08-07 05:07:13.000,2024-11-26 05:07:13.000,239504.00,82771.00,"IUT9242   "
7502,8070,2024-09-07 07:30:35.000,2024-09-13 07:30:35.000,851083.00,71406.00,"GAV6799   "
7503,112,2023-10-11 15:51:19.000,2024-01-10 15:51:19.000,320664.00,91713.00,"SYL5518   "
7504,8689,2023-07-25 01:31:14.000,2023-08-11 01:31:14.000,321479.00,31594.00,"IKJ4994   "
7505,10148,2023-12-28 04:31:38.000,2024-09-19 04:31:38.000,637554.00,34189.00,"XLY6335   "
7506,11475,2024-05-31 15:06:42.000,2024-11-24 15:06:42.000,333545.00,22872.00,"YDQ4592   "
7507,1667,2025-02-28 14:47:48.000,2025-10-16 14:47:48.000,327627.00,62684.00,"GKK0809   "
7508,13990,2024-06-01 23:05:52.000,2024-07-21 23:05:52.000,251578.00,65419.00,"UMJ5086   "
7509,11330,2023-04-29 09:17:51.000,2023-07-16 09:17:51.000,478771.00,48963.00,"INN4468   "
7510,15457,2024-12-16 00:12:13.000,2025-05-20 00:12:13.000,567270.00,95021.00,"DGS5338   "
7511,3704,2024-09-02 05:51:32.000,2025-02-07 05:51:32.000,936539.00,53434.00,"DHC3481   "
7512,4879,2025-01-12 09:50:44.000,2025-09-15 09:50:44.000,362953.00,51908.00,"XOL1353   "
7513,11670,2023-03-19 08:08:46.000,2024-03-18 08:08:46.000,227367.00,75680.00,"JCQ2449   "
7514,2553,2023-09-21 17:02:48.000,2024-04-06 17:02:48.000,406544.00,21941.00,"SDG2649   "
7515,15333,2024-05-26 14:17:45.000,2024-12-26 14:17:45.000,196656.00,36902.00,"QAE9539   "
7516,18557,2023-07-22 12:02:47.000,2024-01-15 12:02:47.000,431439.00,83473.00,"AAY1641   "
7517,9525,2024-03-17 10:35:02.000,2025-01-28 10:35:02.000,697252.00,60924.00,"UTO9572   "
7518,18293,2023-04-06 06:18:55.000,2023-12-03 06:18:55.000,846972.00,32348.00,"LMG0528   "
7519,11629,2024-06-21 04:46:44.000,2024-07-18 04:46:44.000,307302.00,89072.00,"HSS5805   "
7520,2767,2023-09-05 13:46:58.000,2023-11-09 13:46:58.000,749974.00,27472.00,"XVQ7107   "
7521,3658,2023-05-21 18:46:13.000,2023-12-28 18:46:13.000,814431.00,36552.00,"TKA0699   "
7522,18305,2023-04-16 03:27:35.000,2023-11-01 03:27:35.000,547339.00,72745.00,"ZMO6325   "
7523,18718,2023-12-22 13:32:07.000,2024-12-08 13:32:07.000,134324.00,55969.00,"DNV2041   "
7524,17656,2024-08-04 06:42:34.000,2024-10-01 06:42:34.000,422157.00,30359.00,"DLD1533   "
7525,17917,2023-12-09 01:16:30.000,2024-08-12 01:16:30.000,660007.00,56232.00,"IPY1639   "
7526,14870,2024-05-23 12:22:00.000,2024-10-18 12:22:00.000,250032.00,64254.00,"CTJ7399   "
7527,10717,2024-12-19 09:22:48.000,2025-06-01 09:22:48.000,854484.00,10074.00,"OCI9813   "
7528,6314,2023-07-05 20:31:02.000,2024-03-24 20:31:02.000,957593.00,57031.00,"YFJ4481   "
7529,4637,2023-05-20 01:06:12.000,2023-06-21 01:06:12.000,301800.00,12899.00,"FTT2567   "
7530,8873,2023-08-13 14:13:13.000,2024-04-24 14:13:13.000,345426.00,99695.00,"JTW7060   "
7531,8699,2023-03-30 05:26:46.000,2023-09-06 05:26:46.000,713704.00,16880.00,"WTY1264   "
7532,19461,2024-09-18 09:54:40.000,2024-12-07 09:54:40.000,570601.00,84897.00,"HUY3476   "
7533,10708,2023-04-17 12:52:31.000,2023-08-09 12:52:31.000,659315.00,24986.00,"AJY1107   "
7534,16810,2023-07-20 20:21:54.000,2023-11-20 20:21:54.000,686144.00,51994.00,"JSV4064   "
7535,15190,2023-04-16 13:42:03.000,2023-10-28 13:42:03.000,174846.00,95840.00,"CFH4893   "
7536,2472,2024-05-25 07:53:23.000,2024-07-08 07:53:23.000,657701.00,97008.00,"EYU7135   "
7537,7913,2024-10-12 05:52:43.000,2025-09-11 05:52:43.000,588033.00,31129.00,"UKC2638   "
7538,11997,2023-07-21 16:58:01.000,2023-12-11 16:58:01.000,543926.00,52336.00,"JIH8360   "
7539,14687,2024-02-12 17:11:29.000,2024-11-28 17:11:29.000,385083.00,77474.00,"DTU0218   "
7540,19987,2023-09-30 19:55:15.000,2024-02-20 19:55:15.000,362853.00,95743.00,"PND9099   "
7541,1728,2025-03-03 08:18:13.000,2026-03-01 08:18:13.000,811470.00,76660.00,"DLG1600   "
7542,3040,2023-11-23 06:56:38.000,2024-05-25 06:56:38.000,654387.00,57538.00,"PNG5052   "
7543,7213,2024-04-21 18:10:18.000,2025-01-22 18:10:18.000,448396.00,81222.00,"ORE8821   "
7544,6373,2023-07-16 18:50:44.000,2023-09-18 18:50:44.000,621017.00,82447.00,"DZF3187   "
7545,12857,2024-08-06 23:52:52.000,2025-01-21 23:52:52.000,278238.00,98327.00,"AUC4012   "
7546,19994,2023-06-18 23:00:54.000,2024-04-12 23:00:54.000,529053.00,46448.00,"WUW7586   "
7547,17862,2024-09-17 21:45:42.000,2024-12-17 21:45:42.000,783368.00,38825.00,"UWQ4771   "
7548,12767,2024-08-20 06:07:17.000,2025-02-26 06:07:17.000,725461.00,68355.00,"QRW9346   "
7549,15944,2023-08-01 23:43:26.000,2023-08-28 23:43:26.000,991342.00,77423.00,"QWR6895   "
7550,10186,2024-09-07 02:07:36.000,2025-02-25 02:07:36.000,119911.00,40629.00,"GVU5528   "
7551,3647,2024-02-15 12:33:01.000,2024-12-24 12:33:01.000,944429.00,60413.00,"QHO3338   "
7552,18658,2023-03-13 12:58:10.000,2023-08-03 12:58:10.000,553031.00,49432.00,"YKB6208   "
7553,9066,2023-04-28 07:01:47.000,2023-09-17 07:01:47.000,101095.00,52436.00,"ONZ8599   "
7554,18573,2023-10-17 19:33:28.000,2024-09-18 19:33:28.000,341848.00,26633.00,"OAB8710   "
7555,11550,2023-12-31 06:05:40.000,2024-08-20 06:05:40.000,192515.00,77262.00,"IRJ7703   "
7556,6416,2023-06-08 05:31:22.000,2023-09-29 05:31:22.000,279918.00,94260.00,"RVN1621   "
7557,15422,2023-05-21 11:29:04.000,2023-12-02 11:29:04.000,417627.00,41799.00,"ZPA6428   "
7558,1566,2024-06-23 10:35:28.000,2024-09-08 10:35:28.000,416942.00,20219.00,"SNK4647   "
7559,5516,2023-04-30 11:41:52.000,2024-03-27 11:41:52.000,345733.00,70551.00,"EOU8756   "
7560,10214,2023-10-23 13:42:06.000,2024-08-27 13:42:06.000,498102.00,29991.00,"MEL9976   "
7561,7121,2023-06-14 01:53:55.000,2023-08-15 01:53:55.000,985356.00,44575.00,"UZI6468   "
7562,3979,2024-05-11 18:38:11.000,2025-01-01 18:38:11.000,947560.00,40699.00,"NSQ6444   "
7563,16494,2025-01-18 03:37:28.000,2025-12-05 03:37:28.000,501847.00,92467.00,"TXO5217   "
7564,12731,2024-10-20 19:32:51.000,2025-09-17 19:32:51.000,130442.00,22850.00,"TNK0427   "
7565,35,2023-03-15 20:05:09.000,2024-02-19 20:05:09.000,706427.00,25548.00,"WTL4887   "
7566,11759,2024-04-21 01:25:54.000,2024-09-29 01:25:54.000,241271.00,68154.00,"RTF1934   "
7567,15878,2024-01-19 14:12:28.000,2024-09-12 14:12:28.000,142283.00,54816.00,"MMI3449   "
7568,15499,2024-06-04 08:55:49.000,2024-07-25 08:55:49.000,720923.00,35472.00,"WLS9066   "
7569,1607,2023-03-26 04:08:36.000,2023-11-07 04:08:36.000,726902.00,36135.00,"KRS4398   "
7570,1732,2023-06-15 02:29:39.000,2023-08-02 02:29:39.000,969793.00,80305.00,"TAP7892   "
7571,7955,2023-11-09 18:14:24.000,2024-08-20 18:14:24.000,824870.00,81477.00,"IDE3749   "
7572,10909,2023-12-31 05:54:49.000,2024-10-11 05:54:49.000,445667.00,97085.00,"BMN9887   "
7573,12430,2024-04-25 09:13:38.000,2024-12-24 09:13:38.000,327811.00,21902.00,"QFF9021   "
7574,17412,2025-03-02 14:13:18.000,2026-01-22 14:13:18.000,687181.00,48211.00,"HVY5382   "
7575,15505,2024-07-12 21:13:59.000,2025-02-20 21:13:59.000,786677.00,66119.00,"LXZ1979   "
7576,19442,2024-05-06 03:22:25.000,2024-09-25 03:22:25.000,751390.00,85234.00,"FSP7523   "
7577,16128,2023-06-15 17:07:00.000,2023-11-15 17:07:00.000,980758.00,28193.00,"PUO5136   "
7578,7254,2023-08-27 07:43:13.000,2024-05-11 07:43:13.000,688101.00,58671.00,"TWK9031   "
